,Course Code,Course,R1 Points_2020,EOS_2020,Mid_2020,Level
544,GA376,Event Management with Public Relations,206,187,348,7
545,GA377,International Tourism Management,172,172,360,7
546,GA378,Culinary and Gastronomic Science,219,219,432,7
547,GA380,International Hotel Management,242,242,330,8
548,GA381,International Tourism Management,278,278,350,8
549,GA382,Culinary and Gastronomic Science,206,206,337,8
550,GA384,Event Management with Public Relations,212,212,328,8
551,GA470,Construction Management,244,243,349,7
552,GA471,Quantity Surveying and Construction Economics,200,200,347,7
553,GA472,Architectural Technology,226,226,367,7
554,GA473,Civil Engineering,241,241,432,7
555,GA480,Construction Management,260,260,336,8
556,GA482,Quantity Surveying and Construction Economics,288,288,350,8
557,GA483,Architectural Technology,265,265,337,8
558,GA484,Civil Engineering,290,290,383,8
559,GA570,Software and Electronic Engineering,224,224,399,7
560,GA580,Software and Electronic Engineering,300,300,393,8
561,GA670,Mechanical Engineering,265,265,413,7
562,GA673,Energy Engineering,260,260,452,7
563,GA674,Biomedical Engineering,298,298,455,7
564,GA675,Agricultural Engineering,298,298,386,7
565,GA676,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),290,290,465,7
566,GA677,Manufacturing Engineering Design,235,235,379,7
567,GA680,Mechanical Engineering,330,330,401,8
568,GA681,Energy Engineering,293,293,366,8
569,GA682,Biomedical Engineering,313,313,393,8
570,GA683,Agricultural Engineering,309,309,385,8
571,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),340,340,405,8
572,GA685,Manufacturing Engineering Design,309,309,379,8
573,GA770,Applied Freshwater and Marine Biology,280,280,388,7
574,GA771,Applied Biology and Biopharmaceutical Science,280,280,465,7
575,GA772,Chemical and Pharmaceutical Science,280,280,487,7
576,GA773,Physics and Instrumentation,299,299,521,7
577,GA774,Science (Undenominated),289,289,490,7
578,GA775,Computing in Software Development,260,260,356,7
579,GA776,Computing and Digital Media,241,241,381,7
580,GA777,Agriculture and Environmental Management,281,281,393,7
581,GA780,Applied Freshwater and Marine Biology,327,327,377,8
582,GA781,Applied Biology and Biopharmaceutical Science,337,337,390,8
583,GA782,Chemical and Pharmaceutical Science,336,336,388,8
584,GA783,Physics and Instrumentation,363,363,408,8
585,GA784,Science (Undenominated),372,372,403,8
586,GA785,Medical Science,473,473,500,8
587,GA786,Forensic Science and Analysis,317,317,387,8
588,GA787,Computing in Software Development,270,270,315,8
589,GA788,Computing and Digital Media,274,282,356,8
590,GA789,Agriculture and Environmental Management,287,289,371,8
591,GA790,Sport and Exercise Science,356,356,409,8
592,GA791,Public Health Nutrition,368,368,409,8
593,GA862,History & Geography,178,178,382,6
594,GA864,Early Childhood Education and Care,214,204,357,6
595,GA870,Outdoor Education and Leisure,182,171,399,7
596,GA871,Early Childhood Education and Care,190,190,367,7
597,GA872,Culture and Environment,196,196,328,7
598,GA879,Applied Social Care,244,244,337,7
599,GA880,General Nursing,429,422,441,8
600,GA882,Psychiatric Nursing,367,367,377,8
601,GA885,Outdoor Education,252,252,262,8
602,GA887,History and Geography,244,244,380,8
603,GA889,Applied Social Care,266,266,298,8
604,GA890,Early Childhood Education and Care,270,270,327,8
605,GA891,Geography and Outdoor Education,244,244,391,8
606,GA974,"Furniture Design, Making and Technology - Common Entry",214,214,388,7
607,GA980,Education (Design Graphics and Construction),377,377,411,8
608,GA984,"Furniture Design, Making and Technology - Common Entry",284,284,369,8
609,GB001,Business,,115,415,7
610,GC200,Business Studies,252,252,369,8
611,GC201,Accounting and Finance,303,303,388,8
612,GC230,Computing Science,335,325,393,8
613,GC250,Communications and Media Production,,,,8
614,GC300,Business Studies,429,390,432,8
615,GC301,Accounting & Finance,253,253,346,8
616,GC302,Business Studies - HRM,,,,8
617,GC305,International Hospitality Management,253,253,253,8
618,GC306,International Hospitality Management,253,253,253,7
619,GC335,Computing,217,195,235,7
620,GC400,Business Studies,248,248,281,8
621,GC401,Accounting and Finance,240,202,343,8
622,GC402,Business Studies (HRM),264,218,236,8
623,GC403,Law,244,228,328,8
624,GC407,Business Studies (Marketing),280,218,321,8
625,GC410,Marketing,145,145,371,7
626,GC411,Business,135,135,370,7
627,GC430,Computing Science,252,220,298,8
628,GC435,Computing,AQA,96,279,7
629,GC450,Communications and Media Production,254,254,280,8
630,GC460,Music Production for Games (portfolio),,,,6
631,GC462,Design Communication (portfolio),,,,8
632,GC465,Communications,AQA,AQA,349,7
633,GC466,Film and TV Production,AQA,AQA,339,7
634,GC470,Photographic Media,169,169,279,7
635,GC475,Photography,150,150,348,6
636,GC489,Interior Architecture (portfolio),254,254,301,8
637,GC490,Interior Design,117,117,360,7
638,GC494,Fashion Design (portfolio),337,217,412,8
639,GC495,Fashion,129,129,349,7
640,GY101,Arts (Joint-Honours),300,300,391,8
641,GY104,Arts (Psychology),523,519,542,8
642,GY105,Arts (History),301,301,377,8
643,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),409,409,456,8
644,GY109,Arts (Mathematics and Education),403,403,466,8
645,GY110,Arts with Children`s Studies,357,357,418,8
646,GY111,Arts with Creative Writing,330,330,492,8
647,GY112,Arts with Film Studies,321,321,399,8
648,GY113,Arts with Human Rights,368,368,422,8
649,GY115,Arts with Performing Arts Studies,387,387,443,8
650,GY118,"Arts (Drama, Theatre and Performance Studies)",451,451,492,8
651,GY119,Arts (Journalism),400,400,465,8
652,GY120,"Arts (Child, Youth and Family: Policy and Practice)",350,350,397,8
653,GY121,Arts (Children`s Studies),356,356,419,8
654,GY122,Na Dána (Cumarsáid agus Gaeilge),361,361,453,8
655,GY123,Applied Social Sciences,358,358,410,8
656,GY124,Arts (Arts with Data Science),454,454,490,8
657,GY125,Arts (Digital Arts and Technology),328,328,347,8
658,GY126,Arts (English and Media Studies),391,391,462,8
659,GY127,Arts (Film and Digital Media),401,401,462,8
660,GY128,Arts (Global Languages),352,352,476,8
661,GY129,Arts (International),420,420,462,8
662,GY130,Arts (Music),408,408,495,8
663,GY131,Arts (History and Globalisation Studies),360,360,440,8
664,GY132,"Government (Politics, Economics and Law)",407,407,435,8
665,GY133,Education (Computer Science and Mathematical Studies),422,422,498,8
666,GY134,Geography and Geosystems,410,410,445,8
667,GY201,Commerce,433,433,466,8
668,GY202,Commerce (International) with French,484,484,511,8
669,GY203,Commerce (International) with German,489,489,566,8
670,GY204,Commerce (International) with Spanish,495,495,511,8
671,GY206,Business Information Systems (Work Placement & Optional Int`l Study),465,465,488,8
672,GY207,Commerce (Accounting) including optional Global Experience year,509,509,543,8
673,GY208,Commerce (Gaeilge),473,473,511,8
674,GY209,Commerce (Global Experience),530,530,554,8
675,GY250,Law and Business,487,487,510,8
676,GY251,Law (BCL),499,499,518,8
677,GY252,Law (BCL) and Human Rights,520,520,541,8
678,GY253,Law and Taxation,509,509,543,8
679,GY254,"Law (BCL), Criminology and Criminal Justice",530,530,554,8
680,GY261,"Business Studies (International Hotel Management, interview)",497,497,611,8
681,GY262,"Commerce (International Hotel Management, interview)",681,681,724,8
682,GY301,Science,433,432,487,8
683,GY303,Biomedical Science,556,556,589,8
684,GY304,Biotechnology,465,465,498,8
685,GY308,Environmental Science,408,408,484,8
686,GY309,Financial Mathematics and Economics,487,487,532,8
687,GY310,Marine Science,419,419,476,8
688,GY313,Environmental Health and Safety,412,412,440,8
689,GY314,Earth and Ocean Sciences,403,403,444,8
690,GY318,Biopharmaceutical Chemistry,509,509,542,8
691,GY319,Mathematical Science,476,476,566,8
692,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",402,402,478,8
693,GY321,Genetics and Genomics,508,508,532,8
694,GY350,Computer Science and Information Technology,403,403,454,8
695,GY401,Engineering (Undenominated),465,465,511,8
696,GY402,Civil Engineering,455,455,499,8
697,GY405,Mechanical Engineering,454,454,509,8
698,GY406,Electronic and Computer Engineering,510,510,544,8
699,GY408,Biomedical Engineering,509,509,554,8
700,GY410,Project and Construction Management,403,403,456,8
701,GY413,Energy Systems Engineering,502,502,531,8
702,GY414,Electrical and Electronic Engineering,405,405,429,8
703,GY501,"Medicine (five year/six year course, HPAT required)",728,728,731,8
704,GY502,Occupational Therapy,555,555,567,8
705,GY503,Speech and Language Therapy,543,543,554,8
706,GY504,Podiatric Medicine,443,443,476,8
707,GY515,General Nursing (Galway and Portiuncula),476,473,496,8
708,GY516,Mental Health Nursing,440,440,467,8
709,GY517,Midwifery,495,495,518,8
710,ID001,Accounting and Finance,203,203,253,8
711,ID002,Business Studies,294,294,309,8
712,LC110,"Art and Design (Common Entry, portfolio)",740,740,961,8
713,LC114,Fashion and Textiles for Product and Costume (portfolio),880,880,1029,8
714,LC115,Art and Design Teacher Education (portfolio),942,942,1013,8
715,LC220,Digital Marketing,262,262,298,8
716,LC221,Accounting and Finance,241,251,489,6
717,LC222,Marketing and Management,270,270,405,6
718,LC223,Law and Taxation,307,307,356,8
719,LC224,Accounting and Finance,300,300,371,8
720,LC225,Marketing and Management,298,298,358,8
721,LC226,Enterprise and Innovation,234,234,310,8
722,LC228,Sports Development and Coaching,205,205,341,6
723,LC230,Business with Computing,217,217,386,7
724,LC233,Software Development,272,272,339,8
725,LC234,Interactive Digital Media,225,225,307,8
726,LC235,Internet Systems Development,205,205,315,7
727,LC236,Internet Systems Development,262,260,272,8
728,LC239,Computer Networks and Systems Management,307,309,371,8
729,LC241,Construction Management,255,255,338,8
730,LC242,Property Valuation and Management,282,282,320,8
731,LC243,Quantity Surveying,294,298,362,8
732,LC248,Built Environment (Common Entry),288,288,376,8
733,LC251,Civil Engineering,206,206,377,7
734,LC252,Civil Engineering Management,270,270,308,8
735,LC257,Interior Design,264,264,378,7
736,LC260,Applied Biology,326,326,466,7
737,LC263,Clinical Technology,294,294,359,8
738,LC265,Forensic and Pharmaceutical Sciences,413,413,476,8
739,LC266,Drug and Medicinal Product Analysis,262,262,300,8
740,LC267,Forensic and Pharmaceutical Sciences,329,329,443,7
741,LC268,Medical Technology,289,289,411,7
742,LC270,Music Technology and Production,307,307,398,7
743,LC271,Electrical Engineering,261,261,348,7
744,LC275,Electrical Engineering,298,298,384,8
745,LC276,Creative Broadcast and Film Production,297,297,409,7
746,LC277,Industrial Automation and Robotic Systems,232,232,342,7
747,LC278,Renewable and Electrical Energy Engineering,280,280,387,7
748,LC279,Electronic Engineering,214,226,392,7
749,LC281,Automobile Technology,208,208,332,6
750,LC283,Precision Engineering,227,233,296,7
751,LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",200,200,315,6
752,LC285,Mechanical Engineering,272,272,455,7
753,LC286,Road Transport Technology and Management,264,264,360,7
754,LC288,Mechanical Engineering,347,346,415,8
755,LC289,Precision Engineering,291,291,350,8
756,LC290,Community Sport Development,188,188,312,7
757,LC292,Social Care Work,367,367,389,8
758,LC293,Business Studies with Travel and Tourism Management,307,307,356,8
759,LC294,Business Studies with Event Management,279,279,347,8
760,LC295,Business Studies with Sports Management,252,252,313,8
761,LC297,Community Development,235,235,298,8
762,LC320,Business,346,346,388,8
763,LC330,Business with Computing,297,297,378,8
764,LC336,Computing,207,222,337,7
765,LC340,Interior Design,350,350,391,8
766,LC362,Biotechnology and Biopharmaceutical Sciences,413,413,440,8
767,LC371,Creative Broadcast and Film Production,309,309,378,8
768,LC372,Music Technology and Production,325,325,402,8
769,LC374,Renewable and Electrical Energy Engineering,318,318,410,8
770,LC375,Industrial Automation and Robotic Systems,317,317,392,8
771,LC376,Electronic Engineering,318,318,358,8
772,LC380,Automotive Engineering and Transport Management,303,298,337,8
773,LC392,Business Studies in Beauty and Spa Management,236,236,328,8
774,LC393,Early Childhood Education and Care,236,236,307,8
775,LC398,Culinary Arts,163,163,376,7
776,LC399,Hospitality Supervision,148,148,300,7
777,LC401,Early Childhood Education and Care,297,297,298,8
778,LC402,Social Care Work,225,225,288,8
779,LC408,Environmental Science and Climate,279,279,348,8
780,LC414,Data Analytics and Cyber Security,236,236,336,8
781,LC415,Business,197,197,444,7
782,LC416,Business,274,274,391,8
783,LC418,Computing - Games Design and Development,270,270,338,8
784,LC422,Sports Strength and Conditioning,298,298,347,8
785,LC423,Sports Strength and Conditioning,157,157,330,7
786,LC425,Environmental Science,278,278,399,7
787,LC428,Environmental Science and Agriculture,278,278,429,7
788,LC432,Early Childhood Education and Care,144,144,367,7
789,LC434,Environmental Science and Agriculture,297,297,349,8
790,LC502,Game Art and Design (portfolio),852,852,1024,8
791,LC504,Creative Media and Design,192,192,378,7
792,LC517,Creative Media and Design,234,234,327,8
793,LC518,Digital Animation Production (portfolio),808,808,939,8
794,LC602,Social Care Work,260,260,370,7
795,LC603,Early Childhood Education and Care,147,174,327,7
796,LC605,Business,195,195,418,7
797,LC612,Social Care Work,320,320,343,8
798,LC613,Early Childhood Education and Care,242,242,327,8
799,LM002,Arts,348,348,410,8
800,LM020,Law and Accounting,465,465,499,8
801,LM026,Performing Arts (audition required),303,303,401,8
802,LM028,Criminal Justice,418,418,440,8
803,LM029,Law Plus,490,490,521,8
804,LM038,Psychology and Sociology,500,500,507,8
805,LM039,Journalism and Digital Communication,402,402,455,8
806,LM040,European Studies,369,369,488,8
807,LM044,Applied Languages,442,442,499,8
808,LM050,Business Studies (options),431,431,476,8
809,LM056,International Business,528,528,555,8
810,LM058,Financial Mathematics,403,403,521,8
811,LM063,Technology Management,379,379,419,8
812,LM068,Food Science and Health,421,421,454,8
813,LM076,Product Design and Technology (portfolio required),408,408,487,8
814,LM077,Aeronautical Engineering,520,520,554,8
815,LM082,Construction Management and Engineering,398,398,434,8
816,LM089,Sport and Exercise Sciences,474,474,489,8
817,LM090,Physical Education with concurrent Teacher Education,532,532,565,8
818,LM091,Languages with concurrent Teacher Education,517,517,543,8
819,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),507,507,531,8
820,LM093,Equine Science,339,339,412,8
821,LM094,Materials and Architectural Technology with concurrent Teacher Education,440,440,478,8
822,LM095,Materials and Engineering Technology with concurrent Teacher Education,367,367,421,8
823,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),405,405,454,8
824,LM097,Mathematics and Computer Science with concurrent Teacher Education,402,402,509,8
825,LM099,Architecture (portfolio requirement suspended),498,498,532,8
826,LM100,Physiotherapy,589,589,601,8
827,LM101,Medicine  - Graduate Entry (GAMSAT required),55,55,57,8
828,LM102,Psychology,509,509,529,8
829,LM103,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),392,392,445,8
830,LM115,Chemical and Biochemical Engineering,454,454,532,8
831,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),476,476,521,8
832,LM118,Electronic and Computer Engineering,403,403,489,8
833,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),351,351,423,8
834,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),327,327,401,8
835,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),441,441,478,8
836,LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),437,437,509,8
837,LM125,Physics (Applied Physics or Mathematics & Physics),404,404,520,8
838,LM150,General Nursing,475,475,498,8
839,LM152,Mental Health Nursing,419,419,430,8
840,LM154,Intellectual Disability Nursing,420,440,473,8
841,LM156,Midwifery,469,469,499,8
842,LM180,Equine Science,337,328,440,6
843,LY107,Business - Common Entry,161,161,358,7
844,LY108,Business - Accounting,309,309,431,8
845,LY118,Business,290,290,377,8
846,LY206,Sports Studies,149,148,299,6
847,LY207,Law with Criminal Justice,160,160,377,7
848,LY208,Law,300,300,367,8
849,LY228,Sports and Exercise - Common Entry,300,300,367,8
850,LY317,Culinary Arts,229,224,387,7
851,LY327,Hospitality And Tourism - Common Entry,170,170,317,7
852,LY408,Design - Common Entry,320,320,381,8
853,LY427,Digital Film and Video,172,172,307,7
854,LY437,Animation,198,198,387,7
855,LY447,Fashion with Promotion,266,266,384,7
856,LY457,Graphic and Digital Design,179,189,356,7
857,LY507,Quantity Surveying,181,181,312,7
858,LY508,Fire Safety Engineering,276,276,326,8
859,LY518,Quantity Surveying,301,301,368,8
860,LY527,Civil Engineering,165,163,329,7
861,LY528,Construction Management,271,271,321,8
862,LY607,Electronic Engineering,160,160,389,7
863,LY608,Mechanical Engineering,300,300,379,8
864,LY617,Mechanical Engineering,180,180,328,7
865,LY618,Electronic Engineering,312,312,402,8
866,LY707,Computer Games Development,204,204,299,7
867,LY708,Applied Computing,306,306,372,8
868,LY717,Computing,164,160,350,7
869,LY737,Computer Security and Digital Forensics,169,169,348,7
870,LY748,Computer Science,317,317,420,8
871,LY806,Pharmacy Technician,232,232,377,6
872,LY816,Dental Nursing,233,223,326,6
873,LY817,Bioscience,248,248,420,7
874,LY818,Science - Common Entry,303,303,409,8
875,LY826,Health Science with Physiotherapy Studies,456,339,445,6
876,LY828,Agriculture - Common Entry,307,307,351,8
877,LY836,Health Science with Occupational Therapy Studies,473,278,451,6
878,LY837,Food Science and Nutrition,194,194,388,7
879,LY846,Health Science with Dietetics Studies,316,291,462,6
880,LY847,Veterinary Nursing,367,367,399,7
881,LY867,Pharmaceutical & Medicinal Science,163,163,310,7
882,LY877,Agriculture,202,181,327,7
883,LY906,"Early Childhood Care, Health and Education",205,161,356,6
884,LY908,General Nursing,400,400,423,8
885,LY916,Health and Social Care,181,181,336,6
886,LY918,Psychiatric Nursing,357,357,387,8
887,LY928,Intellectual Disability Nursing,326,328,346,8
888,LY968,"Early Childhood Care, Health and Education",303,303,361,8
889,LY978,Health & Social Care - Common Entry,280,280,330,8
890,MH001,Education - Primary Teaching (Froebel),507,507,531,8
891,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),,,,8
892,MH101,Arts,318,318,388,8
893,MH103,Music,#,#,#,8
894,MH106,Psychology - 3 years,521,521,529,8
895,MH107,Social Science,346,346,388,8
896,MH109,Media Studies,316,316,377,8
897,MH116,Community and Youth Work (Full-Time),#,#,#,8
898,MH201,Science,360,360,418,8
899,MH202,Biotechnology,455,455,466,8
900,MH203,Biological and Geographical Sciences,430,430,465,8
901,MH204,Physics with Astrophysics,422,422,479,8
902,MH206,Theoretical Physics and Mathematics,510,510,533,8
903,MH207,Data Science,445,445,520,8
904,MH208,Biological and Biomedical Sciences,498,498,510,8
905,MH209,Psychology (through Science) - 4 years,498,498,510,8
906,MH210,Pharmaceutical and Biomedical Chemistry,487,487,520,8
907,MH212,Science or Maths & Computer Science or Maths & Applied Maths (with Ed),422,422,487,8
908,MH304,Engineering (Computer/Electronic/Communications),333,333,444,8
909,MH305,Product Design,357,357,409,8
910,MH306,Robotics and Intelligent Devices,361,361,433,8
911,MH401,Finance (options),357,357,398,8
912,MH402,Quantitative Finance,476,476,509,8
913,MH403,Accounting and Finance,422,422,468,8
914,MH404,Business (options),430,430,454,8
915,MH405,Equine Business,357,357,408,8
916,MH407,Business and Accounting,420,420,462,8
917,MH411,Entrepreneurship,371,371,408,8
918,MH501,LLB Law - four year Single Major Law programme,473,473,495,8
919,MH502,Law (options),451,451,473,8
920,MH601,Computer Science through Arts (options),352,352,403,8
921,MH602,Computer Science through Science (options),351,351,409,8
922,MH603,Computational Thinking,532,532,544,8
923,MH801,Early Childhood - Teaching and Learning (part-time),327,327,378,8
924,MH802,"Community and Youth Work (part-time, in service)",#,#,,8
925,MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",#,#,,8
926,MI001,Contemporary & Applied Theatre Studies,375,390,412,8
927,MI002,Arts,300,281,389,8
928,MI004,Education - Primary Teaching - International,577,577,589,8
929,MI005,Education - Primary Teaching,495,495,521,8
930,MI006,Education - Primary Teaching - Gaeltacht Applicants,456,462,519,8
931,MI007,Early Childhood Care and Education,357,357,409,8
932,MI008,Education and Psychology - Primary Teaching,588,588,601,8
933,MI009,"Education, Business Studies and Accounting",402,402,455,8
934,MI010,"Education, Business Studies and Religious Studies",368,368,389,8
935,MI011,"Education, Gaeilge and Religious Studies",409,409,451,8
936,MI012,"Education, Gaeilge and Business Studies",401,401,463,8
937,MI013,"Education, Mathematics and Gaeilge",444,444,477,8
938,MI014,"Education, Mathematics and Business Studies",434,434,487,8
939,MU001,Theology and Arts,290,290,349,8
940,MU002,Theology,440,440,440,8
941,NC003,Computing (Degree Award options),260,260,303,8
942,NC005,Human Resource Management,300,300,331,8
943,NC009,Business,300,300,346,8
944,NC010,Psychology,400,400,440,8
945,NC020,Marketing Practice,280,282,338,8
946,NC022,Accounting and Finance,337,337,378,8
947,NC023,Technology Management (with specialisations),261,261,282,8
948,NC102,Computing,220,220,342,6
949,NC103,Business,250,250,327,6
950,NC104,Business Computing,243,243,423,6
951,NM701,Montessori Education,187,187,407,7
952,NM801,Montessori Education,220,220,290,8
953,PC402,Arts and Humanities,200,80,368,7
